192607;2.37;2.64;-2.69;9.64;-8.21;0.03;1.29;0.39;1.28;NaN;-14.51;-3.76;10.97;7.15;-1.33;0.51;9.49;5.11;4.07;5.62;5.12;3.14;13.56;1.78;6.08;1.93;0.83;-2.13;7.04;NaN;NaN;NaN;-23.79;0.14;0.37;3.79;NaN;-5.95
192608;2.23;0.67;3.78;0.77;7.37;3.07;6.5;8.14;1.54;NaN;-3.97;18.24;10.01;5.04;3.68;8.36;-3.28;4.14;2.17;-0.87;2.34;1.67;3.51;4.68;8.27;4.88;2.17;6.52;-1.69;NaN;NaN;NaN;5.39;-0.72;4.46;-0.2;NaN;0
192609;-0.57;-0.22;-5.92;7.47;-11.76;1.63;1.26;2.31;-2.42;NaN;1.88;-10.42;-0.99;4.68;-3.61;-7.79;-0.14;3.17;0.15;-2.96;1.07;-0.65;4.98;-0.86;-2.33;0.05;2.42;-2.55;2.04;NaN;NaN;NaN;-7.87;0.22;-1.23;5.56;NaN;0
192610;-0.46;-0.34;-1.98;-2.78;-8.59;-3.67;1.06;1;-0.68;NaN;-3;-2.75;9.47;-4.25;-1.01;-1.21;0.28;-4.9;-3.85;-4.86;0.43;-5.89;-7.73;0.05;-7.71;-2.64;-0.12;5.13;-2.63;NaN;NaN;NaN;-15.38;-2.28;-5.16;-4.47;NaN;0
192611;6.75;1.58;0.91;17.23;2.25;6.28;4.55;3.11;4.48;NaN;8.11;3.61;-5.8;5.18;0.03;-7.72;1.37;4.87;3.86;2.26;3.2;4.37;1.4;3.87;3.5;1.6;1.63;-1.02;3.71;NaN;NaN;NaN;4.67;6.43;2.24;2.22;NaN;0
192612;-3.27;2.28;3.45;-0.82;0.76;0.09;2.55;6.43;0.02;NaN;-1.43;-3.08;0.53;4.69;2.93;4.5;0.71;1.54;3.75;0.1;4.9;-1.98;8.94;6.92;-1.67;3.59;1.99;2.06;-0.17;NaN;NaN;NaN;9.65;0.61;2.68;2.98;NaN;0
192701;-3.66;-1.16;6.16;9.89;-3.55;-0.15;-0.35;-1.5;2.27;NaN;4.04;0.98;9.67;0.79;1.52;4.78;-1.72;-1.15;-0.39;-2.78;1.11;-0.62;-0.99;-1.44;-3.18;1.44;1.89;0;-1.79;NaN;NaN;NaN;-17.93;-2.53;-2.38;1.92;NaN;0
192702;7.65;4.88;9.22;7.25;8.01;3.85;1.49;7.74;4.03;NaN;12.01;2.58;1.41;8.58;0.84;9.85;2.51;2.52;3.67;5.46;7.66;4.03;8.51;4.14;-0.8;5.18;3.97;7.07;4.53;NaN;NaN;NaN;3.49;3.61;2.97;3.83;NaN;0
192703;-0.6;3.51;-13.35;9.75;5.04;2.38;5.51;-5.39;-2.02;NaN;-2.84;-2.76;-0.28;5.44;-6.77;-2.16;1.5;3.39;1.48;-3.23;-0.75;0.32;1.04;3.24;0.49;1.06;5.57;-5.66;0.37;NaN;NaN;NaN;-20.47;-0.39;1.36;-0.27;NaN;0
192704;5.39;1.31;-2.49;4.99;-8.67;2.12;4.01;0.54;0.11;NaN;2.63;-1.72;-0.96;2.88;-5.9;-1.12;7.13;-2.15;-0.34;2.79;2.39;6.08;2.35;2;3.97;0.74;-2.14;7.4;1.71;NaN;NaN;NaN;-10.75;4.47;2.89;-2.48;NaN;17.72
192705;4.12;1.41;11.44;1.73;-10.44;6.71;11.8;13.22;2.48;NaN;25.64;5.84;3.13;4.09;4.76;-2.08;3.54;11.57;3.22;5.81;8.11;7.9;6.88;5;0.52;6.92;3.35;0;9.21;NaN;NaN;NaN;-4.01;2.35;10.25;4.55;NaN;6.67
192706;-3.4;-5.2;-0.87;6.24;-13.78;-1.71;-2.3;2.29;-3.18;NaN;0.51;0.68;12.54;-1.6;-3.23;-12.83;1.96;-5.3;-3.42;0.55;-2.22;2.97;-3.13;4.82;-3.86;-1.97;-2.13;-4.76;-3.57;NaN;NaN;NaN;-4.18;-0.62;-0.03;-7.76;NaN;-1.88
192707;6.05;6.14;2.39;5.76;-0.8;4.82;4.39;4.36;15.43;6.56;15.44;13.95;1.78;16.28;2.93;13.47;4.2;3.14;10.33;10.12;8.28;13.79;13.38;8.28;6.35;6.02;3.72;13;5.31;NaN;NaN;NaN;11.11;9.87;6.59;1.27;NaN;0.27
192708;1.99;1.9;-11.47;0.26;-2.11;2.28;3.83;0.47;-1.58;-1.49;-3.21;3.46;5.46;2.01;0.11;4.73;2.22;-4.43;3.97;2.18;2.46;6.83;6.75;-1.07;5.83;-1.69;0.43;-1.77;3.43;NaN;NaN;NaN;-2.58;7.38;1.7;6.61;NaN;-0.27
192709;7.33;2.84;11.96;11.4;-0.97;5.79;4.63;1.89;0.2;7.69;3.28;10.9;10.04;5.68;3.25;14.81;5.55;3.16;3.77;3.3;5.23;0.2;5.53;4.46;1.41;4.31;6.53;4.5;8.29;NaN;NaN;NaN;5.6;7.54;6.17;3.99;NaN;-1.37
192710;-5.8;-4.53;-7.26;-2.22;-0.12;-1.73;-0.32;-2.61;4.56;-4.29;-7.81;2.67;2.63;-5.67;-1.56;-10.48;10.64;-1.25;-7.82;-4.01;-4.14;-8.06;-4.76;-5.81;-3.34;-4.59;-2.1;2.07;-4.34;NaN;NaN;NaN;-21.78;-4.91;4.1;1.74;NaN;3.89
192711;6.51;8.82;10.38;5.12;-1.3;7.37;6.69;5.76;2.14;3.92;1.3;20.39;16.62;8.46;3.67;12.38;1.99;5.93;12.44;10.59;10.46;10.83;6.84;9.51;7.96;3.91;2.82;6.9;6.32;NaN;NaN;NaN;-1.3;11.75;8;3.87;NaN;0.53
192712;-0.82;6.93;4.15;7.63;7.64;4.58;1.03;2.67;-2.52;0.36;17.93;-6.37;3.27;-0.09;1.19;5.02;1.88;-0.94;5.84;1.94;4.52;1.63;6.84;-3.13;-0.12;0.1;1.33;4.84;2.24;NaN;NaN;NaN;11.45;-0.69;11.08;0.71;NaN;0.82
192801;-1.89;-2.4;0.08;-2.34;8.29;3.35;-2.56;-1.1;6.89;7.44;-1.36;-1.01;5.16;-0.13;-1.75;3.29;7.21;3.69;-2.42;1.04;-0.25;-1.01;-2.04;0.31;-3.76;-1.23;0.3;-4.92;5.87;NaN;NaN;NaN;-0.95;-0.88;1.45;-0.03;NaN;16.62
192802;0.43;-3.91;-3.25;-10.76;3.03;-3.62;-5.97;-5.31;-0.75;2.2;-5.82;-0.39;-1.75;0.75;-0.02;-14.51;-3.84;0.63;-2.72;1.58;-1.5;-1.48;0.42;0.87;-2.77;-1.35;-0.31;6.56;-0.68;NaN;NaN;NaN;-8.29;-1.09;-2.79;-0.33;NaN;-6.54
192803;1.71;6.15;6.63;8.3;3.77;5.95;2.34;8.73;1.37;4.22;19.02;6.28;5.26;12.49;5.29;6.66;6.18;6.5;6.16;10.09;5.25;25.51;24.6;5.39;12.29;5.78;1.96;0;6.62;NaN;NaN;NaN;8.12;8.5;9.57;3.91;NaN;-5
192804;-0.28;1.12;12.16;-2.55;2.68;3.27;-5.95;-4.41;6.68;-3.16;-3.96;0.56;21.23;0.11;16.38;-2.84;12.6;3.67;1.43;1.23;3.17;2.74;1.37;2;7.12;4.37;3.22;4.31;10.94;NaN;NaN;NaN;-5.85;-0.01;8.87;5.38;NaN;3.16
192805;-0.78;2.76;0.11;-5.83;19.82;2.1;-0.03;-6.36;0.74;1.59;-2.46;0.24;17.68;3.28;-5.9;-3.05;-2.3;-1.14;5.52;2.9;3.87;1.53;4.95;5.73;1.13;-0.46;6.59;21.64;1.51;NaN;NaN;NaN;7.95;3.8;2.28;0.86;NaN;4.59
192806;-2.13;-4.61;-7.87;-3.8;-4.86;-4.24;-4.3;-10.98;-9.66;1.33;-8.91;-5.59;-10.78;-2.8;-3.77;-22.75;-5.16;-7.09;-5.84;-4.28;-3.07;-6.07;-3.91;-3.1;-11.97;-3.84;-5.21;-12.88;-3.43;NaN;NaN;NaN;-7.41;-3.38;-9.91;-4.52;NaN;-0.5
192807;-0.29;-1.55;-0.4;0.28;-2.71;1.26;3.35;-3.7;-1.25;3.29;1.07;-2.96;1.13;2.2;1.23;7.48;1.87;1.08;2.74;4.05;1.59;-1.22;0.73;4.02;1;-0.35;-1.28;2.54;-1.24;NaN;NaN;NaN;0.35;5.5;0.29;-0.39;NaN;2.02
192808;1.68;5.94;2.09;7.12;-0.32;8.86;3.79;1.97;0.58;3.18;9.62;-2.09;6.48;9.82;2.46;14.02;-0.11;7.53;9.63;8.53;7.16;12.26;8.54;2.4;10.52;4.02;4.56;0.69;6.46;NaN;NaN;NaN;4.06;13.64;5.23;11.2;NaN;-0.99
192809;-0.9;3.24;8.51;-3.67;-0.22;2.08;-0.39;3.58;-2.45;0.78;-1.49;2.42;-2.36;3.57;5.66;6.06;-0.18;9.31;5.58;1.43;4.81;0.57;7.17;-0.79;-0.24;0.28;0.14;1.38;3.76;NaN;NaN;NaN;1.05;0.16;12.14;8.08;NaN;-0.5
192810;4.73;3.75;-0.89;-5.36;1.92;-1.09;3.44;5.97;-0.71;1.71;27.36;-16.9;5.62;4.54;2.36;3.24;-5.57;5.4;6.51;3.22;1.91;1.95;-0.29;0.72;-5.59;-1.3;2.97;0.75;-1.89;NaN;NaN;NaN;18.25;5.84;2.6;0.76;NaN;-1.76
192811;1.64;13.27;10.92;9.79;0.71;7.31;6.79;9.1;7.03;3.05;16.08;6.5;1.01;12.1;18.07;16.84;-0.77;11.59;14.9;7.47;14.7;23.12;4.95;5.2;4.18;9.35;6.66;18.09;21.93;NaN;NaN;NaN;11.95;15.34;10;11.99;NaN;7.42
192812;-1.28;0.71;-14.72;3.88;1.97;0.73;-1.92;-5.88;-4.08;4.79;-0.69;-1;-0.49;1.72;-4.25;21.59;2.57;4.32;3.84;0.43;6.64;6.63;-0.64;-0.97;-10.67;0.25;-0.37;-4.05;1.57;NaN;NaN;NaN;-3.85;-1.29;1.17;-1.58;NaN;0.98
192901;11.79;8.35;-8.91;-0.49;0.87;2.49;3.79;-1.26;-0.56;1.91;19.4;15.49;1.52;19.88;-8.07;-0.1;-2.86;10.81;7.78;5.89;9.83;12.37;1;2.98;1.53;4.75;13.4;-2.41;13.17;NaN;NaN;NaN;-4.95;-3.86;8.26;8.6;NaN;-0.97
192902;6.42;8.7;-3.17;-3.67;9.1;-2.92;-4.64;2.21;-3.82;-1.56;-11.73;-0.95;-1.49;-0.59;-0.08;2.43;-4.27;-2.87;8.83;-0.15;1.3;-1.2;0.4;1.46;-5.76;-1.46;-1.15;-3.75;-1.99;NaN;NaN;NaN;-3.19;-2.42;0.83;3.33;NaN;4.9
192903;-10.99;0.69;9.32;6.3;-0.19;-3.63;-4.19;-7.19;-4.45;-4.5;-12.57;-1.06;-7.05;-3.46;12.14;3.18;-5.98;-11.23;-0.07;-1.68;-1.55;5.14;-1.28;-1.96;-7.34;-2.83;4.27;27.27;-3.17;NaN;NaN;NaN;-9.57;-5.09;-1.22;-8.41;NaN;0.23
192904;-6.44;-6.56;-1.61;2.62;17.63;5.42;-2.41;2.74;7.62;-3.03;1.74;-8.07;1.73;3.42;0.95;-7.75;0.49;2.62;1.15;6.94;4.95;1.05;-0.8;1.42;-9.06;1.3;3.4;-7.14;5.13;NaN;NaN;NaN;3.58;3.76;0.46;1.53;NaN;3.03
192905;-6.68;-9.04;-13.96;-12.43;-6.38;-5.11;-0.21;-13.84;-6.59;-0.69;-9.37;-16.25;0.31;-7.2;-5.39;-13.4;-6.49;-10.11;-12.41;-6.09;-7.02;0.62;-14.26;-4.47;-13.46;2.52;-8.76;-12.22;4.8;NaN;NaN;NaN;-6.54;-8.66;-3.2;-6.93;NaN;-5.43
192906;-2.06;2.69;0.02;0.76;3.49;9.43;-0.13;2.5;3.48;0;25.01;12.47;10.64;18.14;1.11;10.94;7.42;6.53;10.71;7.88;14.65;19.05;7.22;6.92;6.1;5.97;13.73;-3.8;23.47;NaN;NaN;NaN;-2.97;9.54;6.34;8.63;NaN;0.99
192907;3.02;2.87;2.35;0.42;-2.57;4.99;2.05;-3.68;-8.25;-6.4;15.14;9.66;0.94;4.72;-0.93;-6.61;0.96;-1.42;3.47;5.9;5.52;10.16;-2;3.9;0.47;8.32;13.68;8.55;9.14;NaN;NaN;NaN;-3.01;1;8.43;-1.55;NaN;7.8
192908;1.3;8.43;6.82;5.15;0.49;4.6;8.29;0.26;0.3;-2.71;24.92;6.09;1.5;10.52;11.85;-5.62;1.68;2.96;11.82;5.53;9.63;13.02;2.54;8.07;-2.36;8.37;11;-1.84;9.05;NaN;NaN;NaN;-5.79;8.05;6.13;4.4;NaN;1.36
192909;1.23;-3.47;2.36;-8.27;-1.44;-2.63;-7.62;-3.25;-5.42;-5.57;17.33;-2.4;-1.71;-6.34;-3.12;-5.03;-2.75;0.06;-8.96;-4.61;0.22;-11.41;-9.26;-0.64;-0.2;-7.75;-1.37;-0.62;1.32;NaN;NaN;NaN;-0.66;-5.45;-5.93;6.91;NaN;4.91
